         MJD         m       dm     uJy    duJy   F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs  __tmp_SN    Mask
57794.569493 17.990970      NaN   -26.0    77.0   o  0.0   0.98 210.89924 54.30499  3737.10 10321.02 3.33 3.25   7.2 -0.697    18.38 19.36 01a57794o0695o -0.298701   False
57794.573926 16.275986      NaN   329.0   263.0   o  0.0   1.59 210.89924 54.30499   145.33  1000.31 3.86 3.56  85.9 -0.448    16.48 16.20 02a57794o0703o  1.262357    True
57794.579025 17.976960      NaN   -11.0    78.0   o  0.0   0.98 210.89924 54.30499  2567.25   409.42 3.82 3.68 -69.0 -0.650    18.33 19.32 01a57794o0713o -0.102564    True
57794.581760 18.110074      NaN    -6.0    69.0   o  0.0   1.14 210.89924 54.30499  3760.19 10200.46 3.36 3.25   1.9 -0.684    18.38 19.38 01a57794o0718o -0.043478   False
57794.591341 18.079051      NaN   -72.0    71.0   o  0.0   1.14 210.89924 54.30499  2521.48   468.53 3.83 3.68 -65.9 -0.664    18.36 19.34 01a57794o0736o -0.971831   False
57794.594018 17.990970      NaN   -59.0    77.0   o  0.0   0.71 210.89924 54.30499  3727.34 10258.22 3.43 3.29  -3.0 -0.686    18.38 19.40 01a57794o0741o -0.727273    True
57798.520921 18.806434      NaN     7.0    33.0   o  0.0   0.92 210.89924 54.30499  6996.11   906.55 3.53 3.38 -77.6 -0.472    18.81 19.80 02a57798o0629o  0.303030   False
57798.542136 18.767304      NaN    17.0    31.0   o  0.0   0.99 210.89924 54.30499  7020.03   948.25 3.56 3.41 -78.9 -0.457    18.83 19.81 02a57798o0668o  0.645161   False
57798.555288 19.169763      NaN    -7.0    26.0   o  0.0   1.67 210.89924 54.30499  6964.31   873.53 3.58 3.44 -76.9 -0.466    18.84 19.86 02a57798o0692o -0.153846    True
57798.561715 17.503229      NaN   131.0    76.0   o  0.0   0.98 210.89924 54.30499  3380.13  8167.43 4.06 3.63  84.2 -0.919    18.65 20.07 01a57798o0648o  1.763158   False
57798.568326 19.051202      NaN   -47.0    29.0   o  0.0   1.10 210.89924 54.30499  6942.66   995.00 3.57 3.44 -76.4 -0.461    18.86 19.91 02a57798o0716o -1.517241    True
57798.574354 18.063866      NaN   -84.0    72.0   o  0.0   1.18 210.89924 54.30499  3367.27  8126.53 4.14 3.70 -88.9 -0.897    18.65 20.10 01a57798o0670o -1.125000    True
57798.581167 19.051202      NaN   -44.0    29.0   o  0.0   1.17 210.89924 54.30499  6986.16   936.35 3.58 3.48 -82.3 -0.458    18.87 19.91 02a57798o0740o -1.413793    True
57798.589598 17.909502      NaN   -45.0    83.0   o  0.0   1.08 210.89924 54.30499  3422.06  8199.90 4.00 3.58 -83.5 -0.949    18.70 20.11 01a57798o0696o -0.506024   False
57798.604751 17.976960      NaN    15.0    72.0   o  0.0   1.13 210.89924 54.30499  3430.22  8079.67 4.20 3.77 -86.5 -0.879    18.64 20.12 01a57798o0722o  0.250000    True
57798.618994 17.976960      NaN   -56.0    78.0   o  0.0   0.88 210.89924 54.30499  3387.68  8136.19 4.05 3.62 -84.1 -0.935    18.70 20.15 01a57798o0748o -0.679487    True
57801.672938 16.017751      NaN  -749.0   474.0   o  0.0   1.09 210.89924 54.30499  6359.36  3055.20 3.60 3.56   5.3 -0.801    16.85 18.00 01a57801o0797o -1.573840 8388609
57802.557770 18.857417      NaN    17.0    28.0   o  0.0   0.74 210.89924 54.30499  7832.49  9771.04 3.27 2.96 -40.5 -0.449    19.13 20.45 02a57802o0613o  0.714286    True
